campaign,events	MODIFY_RITUAL_TARGET_SCRIPT_INTERFACE	target_region_status	()	RITUAL_TARGET_REGION_STATUS_SCRIPT_INTERFACE	Get the status of the current target region
campaign,events	MODIFY_RITUAL_TARGET_SCRIPT_INTERFACE	target_type	()	string	Get the target type
campaign,events	MODIFY_RITUAL_TARGET_SCRIPT_INTERFACE	valid	()	boolean	Is the target currently valid?
events	MovementPointsExhausted	character	()		
battle,campaign,frontend	movie_overlay	add_frame_callback	(callback: function, frame_number: number)		Adds a callback to be called when the movie reaches a specified frame. The frame can be specified as a positive number or as a negative number, in which case that number of frames from the end of the movie is considered the trigger frame.
battle,campaign,frontend	movie_overlay	add_timestamp_callback	(callback: function, timestamp: number)		Adds a callback to be called when the movie reaches a specified timestamp, in seconds. The time can be specified as a positive number or as a negative number, in which case the timestamp is counted backwards from the end of the movie.
battle,campaign,frontend	movie_overlay	force_movie_track	(movie_track: number)		Forces the movie overlay to use a particular track. If this track is already occupied the previous video will be stopped. Supported track values are 0-3. If no movie track is forced, the system will pick track 2 or 3, depending on which is currently free.
battle,campaign,frontend	movie_overlay	is_playing	()		Returns whether this movie is currently playing.
battle,campaign,frontend	movie_overlay	move_to	(x: number, y: number)		Sets the position of the uicomponent by calling uicomponent:MoveTo, setting the uicomponent to be unmoveable afterwards. The uicomponent is created at this point if it doesn't already exist.
battle,campaign,frontend	movie_overlay	new	(name: string, movie_path: string)	movie_overlay	Creates and returns a new movie overlay player object.
battle,campaign,frontend	movie_overlay	resize	(width: number, height: number)		Resizes the uicomponent, by calling uicomponent:Resize. The uicomponent is created at this point if it doesn't already exist. If a movie_overlay is not configured before playback is started then the default style is applied using movie_overlay:set_style, setti...
battle,campaign,frontend	movie_overlay	set_bottom_left_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_bottom_left.png. This mask image is intended to be used on movies shown in the bottom-left corner of the screen, blending to transparent to the top and right.
battle,campaign,frontend	movie_overlay	set_bottom_right_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_bottom_right.png. This mask image is intended to be used on movies shown in the bottom-right corner of the screen, blending to transparent to the top and left.
battle,campaign,frontend	movie_overlay	set_centre_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_centre.png. This mask image is intended to be used in a central position on the screen, blending to transparent along all four edges.
battle,campaign,frontend	movie_overlay	set_destroy_callback	(callback: function)		Sets a callback to call when the player uicomponent is destroyed. This will only get called if this movie overlay player destroys itself, not if something else destroys it.
battle,campaign,frontend	movie_overlay	set_end_callback	(callback: function)		Sets a callback to be called when the movie ends or is skipped. If a hide animation is set, this callback gets called as the hide animation starts. To set a callback when the hide animation completes, use movie_overlay:set_destroy_callback.
battle,campaign,frontend	movie_overlay	set_freeze_game_rendering	(should_freeze: boolean?)		Sets whether the game should continue to render while the movie is being played. Game rendering stops during movie playback by default - use this function to enable it.
battle,campaign,frontend	movie_overlay	set_hide_animation	(animation_name: string, duration_override: number?)		Sets the uicomponent animation that should be triggered when the movie ends. This animation is played when the movie ends naturally, either because playback has finished or the specified movie duration has elapsed.
battle,campaign,frontend	movie_overlay	set_hide_on_end	(destroy_on_end: boolean)		Sets whether the overlay should try and hide or destroy itself when it ends. Set this to false if some other process will destroy it.
battle,campaign,frontend	movie_overlay	set_mask_image	(mask_image_path: string)		Sets a path to a mask image for the movie overlay. This image should be in png format. The path is specified from the working data folder. Calling this function creates the movie player uicomponent if it has not already been created.
battle,campaign,frontend	movie_overlay	set_opaque_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_unmasked.png. This mask image is fully opaque.
battle,campaign,frontend	movie_overlay	set_play_movie_audio	(play_audio: boolean?)		Sets whether the movie audio should play or not. Movie audio plays by default - use this function to disable it.
battle,campaign,frontend	movie_overlay	set_resize_uicomponent_to_fit	(should_freeze: boolean?)		Sets whether the uicomponent should resize itself to match the dimensions of the movie. This behaviour is disabled by default - use this function to enable it.
battle,campaign,frontend	movie_overlay	set_should_loop	(loop: boolean?)		Sets the movie to loop. By default, the movie plays only once.
battle,campaign,frontend	movie_overlay	set_show_animation	(animation_name: string, duration_override: number?)		Sets the uicomponent animation that should be triggered when the movie starts playing. By default an animation called "show" is triggered - use this function to set a different animation.
battle,campaign,frontend	movie_overlay	set_skip_animation	(animation_name: string, duration_override: number?)		Sets the uicomponent that should be triggered when the movie is skipped. By default this animation is called "hide" - use this function to set a different animation. A blank string may be supplied to play no animation.
battle,campaign,frontend	movie_overlay	set_skip_callback	(callback: function)		Sets a callback to be called when the movie is skipped. If a hide animation is set, this callback gets called as the hide animation starts, before the end callback if one has been set with movie_overlay:set_end_callback.
battle,campaign,frontend	movie_overlay	set_skippable	(skippable: boolean?)		Sets whether this movie should be skippable with the ESC key. Movies are skippable by default - use this function to disable this behaviour.
battle,campaign,frontend	movie_overlay	set_steal_user_input	(should_steal: boolean?)		Sets whether user input should be stolen by script while the movie is being played. The script establishes an ESC key listener to handle movie skipping if this is set.
battle,campaign,frontend	movie_overlay	set_stop_game_audio	(stop_audio: boolean?)		Sets whether the game audio should stop playing while the movie is being played. By default game audio is stopped/disabled during movie playback - use this function to enable it.
battle,campaign,frontend	movie_overlay	set_style	(style_name: string)		Sets a style. Currently recognised styles:Style NameDescription fullscreenSets the movie to be fullscreen and to block rendering update. defaultThe default style sets the movie to be fullscreen.
battle,campaign,frontend	movie_overlay	set_top_left_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_top_left.png. This mask image is intended to be used on movies shown in the top-left corner of the screen, blending to transparent to the bottom and right.
battle,campaign,frontend	movie_overlay	set_top_right_mask_image	()		Sets a mask image of ui/skins/default/mask_movie_top_right.png. This mask image is intended to be used on movies shown in the top-right corner of the screen, blending to transparent to the bottom and left.
battle,campaign,frontend	movie_overlay	skip	()		Causes this movie to skip during playback. This is mainly for internal use but can be called externally.
battle,campaign,frontend	movie_overlay	start	()		Starts playback of the movie
events	MultiTurnMove	character	()		
campaign	narrative	add_data_for_campaign	()		Adds a data override for a particular data key to the narrative system. This override is for all playable factions in the campaign, rather than any specific faction.
campaign	narrative	add_data_for_faction	(faction_key: string, data_key: string, data: any)		Adds a data override for a faction within the narrative system. Factions must have been added with narrative.add_playable_faction before data overrides can be added for them.
campaign	narrative	add_data_setup_callback	(callback: function)		Adds a callback which sets up data for the narrative system. The callback can make calls to functions such as narrative.add_playable_faction and narrative.add_data_for_faction to set up narrative override data.
campaign	narrative	add_loader	(loader: function)		Adds a narrative event loader callback. When the narrative system is started with narrative.start, each loader function is called for each human-controlled faction in the campaign, with the faction key supplied to that function as a single argument.
campaign	narrative	add_loader_for_culture	(culture_key: string, loader: function)		Adds a narrative event loader callback for a specific culture. When the narrative system is started with narrative.start, for each human-controlled faction that matches the supplied culture, this loader function will be called with the faction key supplied as...
campaign	narrative	add_loader_for_faction	(faction_key: string, loader: function)		Adds a narrative event loader callback for a specific faction. If the subject faction is controlled by a human when the narrative system is started with narrative.start this loader function will be called with the faction key supplied as a single argument.
campaign	narrative	add_loader_for_subculture	(subculture_key: string, loader: function)		Adds a narrative event loader callback for a specific subculture. When the narrative system is started with narrative.start, for each human-controlled faction that matches the supplied subculture, this loader function will be called with the faction key suppli...
campaign	narrative	add_playable_faction	(faction_key: string)		Adds a playable faction, by key, to the narrative data. Calls to this function should be made within setup functions that are passed to narrative.add_data_setup_callback.
campaign	narrative	get	(faction_key: string, data_key: string)	any	Gets a data override for the specified faction key and data key, if one exists. Faction data registered with narrative.add_data_for_faction will be checked first, then campaign data registered with narrative.add_data_for_campaign.
campaign	narrative	output_chain_footer	()		Helper function which produces footer output for a narrative chain when it's loaded.
campaign	narrative	output_chain_header	(chain_name: string, faction_key: string)		Helper function which produces header output for a narrative chain when it's loaded.
campaign	narrative	start	()		Calls all setup and loader functions associated with the narrative system, setting up all data.
campaign	narrative	todo_output	(message: string)		Helper function which prints output about narrative improvements to do.
campaign	narrative	unimplemented_output	(message: string)		Helper function which prints output about unimplemented narrative chains.
campaign	narrative_event	add_advice_precondition	(precondition: function, name: string?)		Adds an advice precondition function.
campaign	narrative_event	add_condition	(condition: string)		Adds a new condition to the mission objective most recently added with narrative_event:add_new_objective. See mission_manager:add_condition for more information.
campaign	narrative_event	add_intervention_configuration_callback	(callback: function)		Adds a configuration callback for the intervention object the narrative event may create internally (interventions are created in singleplayer mode only).
campaign	narrative_event	add_message_on_issued	(message: string)		Adds a script message that is triggered when this narrative event begins to issue. Multiple messages to be triggered can be added by calling this function multiple times.
campaign	narrative_event	add_message_on_mission_completed	(message: string)		Adds a script message that fires when the mission associated with this narrative event is completed, either successfully or unsuccessfully. Multiple messages to be triggered can be added by calling this function multiple times.
campaign	narrative_event	add_narrative_event_payload_inheritance	(narrative_event_name: string, faction_key: string)		Marks this narrative event as inheriting from another narrative event. The other narrative event is specified by the unique name and faction key supplied on creation.
campaign	narrative_event	add_new_objective	(objective_type: string)		Adds a new scripted objective to the internally-created mission manager. See mission_manager:add_new_objective for more information.
campaign	narrative_event	add_payload	(payload: string)		Adds a new payload to the mission objective most recently added with narrative_event:add_new_objective. See mission_manager:add_payload for more information.
campaign	narrative_event	add_precondition	(precondition: function, name: string?, fail_message: string?)		Adds a precondition function.
campaign	narrative_event	add_trigger_condition	(message: string, condition: function?, name: string?)		Adds a trigger message and condition. If the narrative event has been started and the supplied script message is received, and the optional condition passes, and no preconditions fail, then the narrative event will attempt to trigger.
campaign	narrative_event	get_mission_manager	()	mission_manager	Returns the internally-created mission manager, which can be used to further customise the mission to be generated.
campaign	narrative_event	has_been_seen_in_advice_history	()	boolean	Returns whether this narrative event has ever been triggered in any campaign, from the advice history. This is mainly for internal use but can be called externally if required.
campaign	narrative_event	has_triggered_this_campaign	()	boolean	Returns whether this narrative event has triggered in this campaign save.
campaign	narrative_event	is_running	()	boolean	Returns whether this narrative event is currently active and listening for its various trigger conditions. This becomes true when narrative_event:start is called and false when the narrative event triggers.
campaign	narrative_event	new	(name: string, faction_key: string, advice_key: string?, infotext: table?, mission_key: string?, completion_message: string?, suppress_completion_event: boolean?)	narrative_event	Creates and returns a narrative event object. An advice key, infotext, and mission key may optionally be specified. Alternatively, narrative elements (e.g.
campaign	narrative_event	remove_advice_precondition	(name: string)		Removes a previously-added advice precondition by name.
campaign	narrative_event	remove_precondition	(name: string)		Removes a previously-added precondition by name.
campaign	narrative_event	remove_trigger_condition	()		Removes a previously-added trigger condition by name.
campaign	narrative_event	set_camera_scroll_target_callback	(callback: function)		Sets a camera scroll target callback. This function will be stored and then later called when the narrative event is triggered. It should return either a string, a number or a table that specifies a scroll target for the narrative event.
campaign	narrative_event	set_category	(category_enum: number)		Sets the category of the narrative event. Supply a constant value from the table above.
campaign	narrative_event	set_force_no_intervention	(value: boolean?)		Forces the narrative event to not bother creating an intervention and instead trigger its contents directly, as it would in multiplayer mode. Missions associated with this narrative event will still be triggered, but associated advice will not be shown.
campaign	narrative_event	set_mission_issuer	(issuer: string)		Sets a mission issuer for the internally-generated mission manager. See mission_manager:set_mission_issuer for more information.
campaign	narrative_event	set_priority	(priority: number)		Sets the priority for the intervention created by this narrative event, if one is created. If a priority is not set with this function then one is determined from the category (see narrative_event:set_category).
campaign	narrative_event	set_trigger_callback	(callback: function)		Adds a callback to be called when this narrative event is triggered. This can be used to trigger narrative event actions like a cutscene or a fullscreen movie if a mission is not being triggered, or can be used to trigger actions in addition to a mission.
campaign	narrative_event	start	(trigger_immediately: boolean?)		Starts the narrative event listeners. If the narrative event has already triggered this campaign, or if its payload has already been inherited, then the listeners will not be started.
campaign	narrative_events	callback	(unique_name: string, faction_key: string, callback: function, trigger_message: string)		Creates and starts a narrative event that calls a supplied callback when triggered. When called, the supplied callback will be passed the narrative event, the key of the faction to which it applies, the triggering message, and the allow_issue_completed_callbac...
campaign	narrative_events	camera_fade	(unique_name: string, faction_key: string, fade_duration: number, to_black: boolean, trigger_message: string)		Creates and starts a narrative event that fades the camera to black or to picture when triggered. If the fade is to black, the narrative system will wait for the fade to finish before continuing.
campaign	narrative_events	cancel_mission	(unique_name: string, faction_key: string, mission_key: string, trigger_message: string)		Creates and starts a narrative event that cancels a custom mission when triggered.
campaign	narrative_events	capture_settlement	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, enemy_faction_key: string?, scroll_target: string?, mission_issuer: any?, mission_rewards: string?, trigger_message: table, inherit_list: string)		Creates and starts a narrative event that issues a mission to capture a settlement, optionally belonging to a specific enemy faction. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	cindy_cutscene	(unique_name: string, faction_key: string, cindyscene_path: string, blend_in: number, blend_out: number, cutscene_config: function?, trigger_message: string)		Creates and starts a scripted cutscene narrative event with a cindyscene. The cutscene constructor function campaign_cutscene:new_from_cindyscene is used.
campaign	narrative_events	concoct_plague	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, quantity: number?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to concoct a Nurgle plague. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	construct_building_with_condition	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, condition: function?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission that completes when a building is completed by the specified faction, optionally passing a supplied condition function. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	construct_buildings_with_condition	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, condition: function?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission that completes when a building is completed by the specified faction, optionally passing a supplied condition function.
campaign	narrative_events	construct_foreign_slot	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, should_be_allied: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to construct a foreign slot. It must be specified whether foreign slot is allied to the settlement owner or not. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	construct_foreign_slot_building	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, should_be_allied: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to construct any building in any foreign slot. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	construct_n_of_building_chain	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, buildings: number, building_chain: string?, exclude_existing: boolean?, scroll_target: any?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to construct a number of buildings of zero or more building chains. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	construct_technology_enabling_building	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, condition: function?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission that completes when a building that unlocks technologies is completed by the specified faction, optionally passing a supplied condition function.
campaign	narrative_events	control_provinces	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, provinces: number?, province_key: string?, scroll_target: any?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to control a number of provinces. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	defeat_army_of_culture	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text_key: string, culture_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to defeat an army belonging to a specified culture or list of cultures. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	defeat_chaos_army	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to defeat an army belonging to a specified. Advice may optionally be supplied to be issued with the mission. As this is a scripted mission a text key for the mission objective must be supplied.
campaign	narrative_events	defeat_enemy_army	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, enemy_faction_key: string, target_cqi: number, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to defeat an army belonging to a specific enemy faction. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	defeat_initial_enemy_army	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, enemy_faction_key: string, target_cqi: number, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to defeat an army belonging to a specific enemy faction. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	destroy_faction	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, target_faction_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to destroy one or more factions. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	embed_agent	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, character_subtype: string?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission for a character in the specified faction to embed a hero in an army. An optional list of hero character subtypes may be supplied, which specify eligible hero types to embed.
campaign	narrative_events	enact_commandment	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, enactments: number?, commandment_key: string?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to enact one or more commandments. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	enter_stance	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, stance_number: number?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to enter a particular military force stance. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	equip_any_daemonic_gift	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to equip any daemonic gift armory item. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	equip_armory_item	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, item_key: string?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to equip an armory item. An optional armory item (or list of armory items) may be supplied, which the equipped armory item must match for the mission to succeed.
campaign	narrative_events	event_message	(unique_name: string, faction_key: string, title_text_key: string, primary_text_key: string, secondary_text_key: string, persistent: boolean, index: number, trigger_message: string)		Creates and starts an event message narrative event. An event message with the specified title, primary and secondary text will be shown.
campaign	narrative_events	event_message_not_player_turn_only	(unique_name: string, faction_key: string, title_text_key: string, primary_text_key: string, secondary_text_key: string, persistent: boolean, index: number, trigger_message: string)		Creates and starts an event message narrative event. An event message with the specified title, primary and secondary text will be shown. It will be shown as it is triggered, regardless of which faction is taking their turn.
campaign	narrative_events	fullscreen_movie	(unique_name: string, faction_key: string, movie_path: string, start_fade_duration: number?, end_fade_duration: number?, trigger_message: string)		Creates and starts a fullscreen movie narrative event.
campaign	narrative_events	gain_devotion	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, resource_quantity: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to gain a specified amount of the Kislev Devotion pooled resource. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	gain_income	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, income: number, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to gain a certain level of income. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	gain_pooled_resource	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, resource_key: string, resource_quantity: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to gain a specified amount of a specified pooled resource. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	gain_pooled_resource_scripted	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, pooled_resource_key: string, lower_threshold: number, upper_threshold: number, additive: boolean, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?, is_regular_income: string?)		Creates and starts a narrative event that issues a mission for the specified faction to gain a specified amount of one or more specified pooled resources.
campaign	narrative_events	gain_supporters	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, resource_quantity: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to gain a specified amount of the Kislev Supporters pooled resource. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	generic	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, camera_scroll_callback: table, mission_issuer: function?, mission_rewards: string?, trigger_message: table, inherit_list: string)		Creates and starts a narrative event that issues a generic scripted mission. One or more event/condition pairs to pass to the underlying mission_manager must be supplied in a table. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	how_they_play	(unique_name: string, faction_key: string, trigger_message: string)		Creates and starts a how-they-play narrative event. This shows the how-they-play event message for the supplied faction key in singelplayer mode. In multiplayer mode nothing is shown and the narrative flow proceeds immediately.
campaign	narrative_events	interval	(unique_name: string, faction_key: string, interval: number, trigger_message: string)		Creates and starts a narrative event that waits a supplied interval in seconds when triggered.
campaign	narrative_events	intervention	(unique_name: string, faction_key: string, configuration_callback: function?, trigger_callback: function?, trigger_message: string)		Creates and starts a narrative event that starts an intervention with the supplied configuration and trigger callbacks. This allows the calling script to customise what happens within the intervention.
campaign	narrative_events	perform_ascension	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to perform a daemon prince ascension. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	perform_character_action	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, ability_key: string?, target_faction_key: string?, character_subtype: string?, must_be_success: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission for a character in the specified faction to perform a character/hero action.
campaign	narrative_events	perform_motherland_ritual	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to perform a kislev motherland ritual. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	perform_ritual	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, num_rituals: number?, ritual_key: string?, ritual_category_key: string?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to perform one or more rituals. Advice may optionally be supplied to be issued with the mission. An optional total number of rituals may be specified, or a ritual key or a ritual category.
campaign	narrative_events	perform_ritual_scripted	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, num_rituals: number?, ritual_keys: string?, ritual_categories: string?, target_faction_keys: string?, listen_for_completion: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to perform one or more rituals. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	raze_or_own_settlements	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, region_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to raze or own all specified settlements. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	recruit_any_hero	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to recruit any hero. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	recruit_units	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, units: number, unit_key: string?, exclude_existing: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to recruit a number of units across all armies. Unit keys may optionally be supplied . Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	reduce_upkeep	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text_key: string, threshold: number, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to reduce upkeep. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	research_technology	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, technologies: number, mandatory_tech: string, additive: boolean?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to research one or more technologies. An optional list of technologies that must be included may be supplied. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	scripted_cutscene	(unique_name: string, faction_key: string, cutscene_duration: number, cutscene_config: function?, trigger_message: string)		Creates and starts a scripted cutscene narrative event. The cutscene constructor function campaign_cutscene:new is used.
campaign	narrative_events	set_advice_string_seen	(unique_name: string, faction_key: string, value_key: string, trigger_message: string)		Creates and starts a narrative event that marks an advice string as 'seen' in the advice history. This is useful for marking that a particular stage has been reached in the narrative flow of events, and it can be later tested with narrative_queries.advice_hist...
campaign	narrative_events	set_saved_value	(unique_name: string, faction_key: string, value_key: string, value: any, trigger_message: string)		Creates and starts a narrative event that saves a value to the savegame with campaign_manager:set_saved_value when triggered.
campaign	narrative_events	spread_corruption_to_adjacent_region	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, corruption_type: string, threshold_value: number, culture_key: string?, mission_text: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to construct a foreign slot. It must be specified whether foreign slot is allied to the settlement owner or not. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	spread_plagues	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, item_key: string?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to spread a number of Nurgle plagues. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	unlock_symptoms	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_text: string, num_symptoms: number?, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to unlock a number of Nurgle plague symptoms. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	upgrade_any_settlement	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to upgrade any settlement. An optional building level that the settlement building must reach may be supplied. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	use_hero	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to use any hero against the enemy. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	win_battles_with_hero	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, win_threshold: number, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to win a supplied number of battles with any hero. Advice may optionally be supplied to be issued with the mission.
campaign	narrative_events	win_set_piece_battle	(unique_name: string, faction_key: string, advice_key: string?, mission_key: string, battle_key: string, mission_issuer: string?, mission_rewards: table, trigger_message: string, inherit_list: string?)		Creates and starts a narrative event that issues a mission to win a set piece/quest battle. Advice may optionally be supplied to be issued with the mission.
